ID_Venda;ID_Cliente;ID_Produto;Data;Quantidade;Canal;Valor_Total;faixa_etaria
471;601;29;2022-03-14;3;Loja Física;14722.44;Adulto
472;578;25;2023-12-05;4;Online;7101.36;Idoso
473;670;54;2022-08-28;4;Online;3726.68;Adulto
474;899;73;2024-08-04;4;Loja Física;1022.16;Adulto
475;378;67;2022-09-28;2;Loja Física;2914.72;Adulto
476;149;15;2024-03-17;4;Online;11786.64;Adulto
477;985;4;2024-03-21;2;Online;340.94;Adulto
478;852;38;2023-10-03;3;Online;5784.9;Idoso
479;433;20;2023-08-27;2;Online;4014.46;Adulto
480;628;23;2023-11-09;4;Online;18592.36;Adulto
481;726;37;2024-04-03;1;Loja Física;3419.9;Adulto
482;469;62;2024-08-14;3;Loja Física;8178.24;Adulto
483;446;8;2022-07-22;4;Loja Física;1163.2;Adulto
484;481;37;2023-03-12;4;Online;13679.6;Adulto
485;884;45;2022-04-28;4;Loja Física;5795.64;Adulto
486;294;97;2023-07-12;3;Online;14637.54;Idoso
487;765;33;2022-08-19;1;Loja Física;3006.48;Adulto
488;143;7;2023-10-26;1;Online;3835.28;Adulto
489;250;22;2022-06-02;1;Loja Física;3024.57;Idoso
490;878;5;2024-07-19;4;Loja Física;15381.32;Adulto
491;948;15;2022-09-30;2;Online;5893.32;Adulto
492;975;21;2024-04-26;4;Online;4885.96;Adulto
493;302;89;2022-05-26;1;Loja Física;4497.09;Adulto
494;25;17;2022-03-15;3;Loja Física;11423.94;Adulto
495;789;56;2022-03-03;2;Online;7835.2;Idoso
496;984;50;2022-06-19;2;Online;7110.36;Adulto
497;889;7;2024-03-22;4;Online;15341.12;Adulto
498;890;50;2022-11-11;3;Loja Física;10665.54;Adulto
499;901;60;2023-09-02;2;Loja Física;8067.54;Adulto
500;70;83;2024-02-06;1;Online;1063.6;Adulto
501;625;7;2024-04-24;4;Loja Física;15341.12;Adulto
502;875;40;2023-08-06;4;Online;3680.2;Adulto
503;112;45;2024-08-01;1;Loja Física;1448.91;Idoso
504;364;59;2022-10-23;1;Online;4206.96;Adulto
505;303;88;2023-03-26;1;Online;247.13;Adulto
506;471;75;2022-05-08;2;Loja Física;1028.74;Adulto
507;964;55;2023-04-25;3;Online;581.43;Adulto
508;91;64;2023-12-07;2;Online;4138.5;Idoso
509;530;65;2022-11-08;3;Loja Física;2559.27;Adulto
510;661;54;2023-12-18;4;Loja Física;3726.68;Adulto
511;988;96;2023-02-17;3;Loja Física;1285.14;Adulto
512;739;40;2024-08-23;1;Loja Física;920.05;Idoso
513;726;53;2022-10-06;2;Online;8406.2;Adulto
514;872;44;2023-05-28;1;Online;3278.33;Idoso
515;663;63;2023-07-07;4;Online;9974.52;Adulto
516;192;2;2023-05-21;2;Online;6612.56;Adulto
517;963;79;2023-03-25;2;Online;6658.64;Idoso
518;552;21;2022-03-24;1;Loja Física;1221.49;Idoso
519;242;88;2023-09-05;2;Loja Física;494.26;Adulto
520;138;50;2022-02-10;1;Online;3555.18;Adulto
521;345;81;2024-06-29;3;Loja Física;12986.04;Adulto
522;180;52;2023-03-19;4;Loja Física;13488.12;Adulto
523;712;9;2024-01-23;1;Loja Física;4201.89;Adulto
524;503;99;2022-11-27;4;Loja Física;17109.92;Adulto
525;203;20;2023-09-11;2;Loja Física;4014.46;Adulto
526;573;83;2022-09-14;4;Online;4254.4;Idoso
527;192;18;2022-01-27;4;Loja Física;9068.96;Adulto
528;5;84;2022-04-04;4;Online;14853.56;Adulto
529;890;30;2022-08-23;2;Online;6565.18;Adulto
530;237;65;2024-09-11;3;Online;2559.27;Adulto
531;693;24;2023-11-22;3;Online;13958.34;Adulto
532;311;88;2024-05-06;3;Online;741.39;Adulto
533;549;47;2024-05-31;1;Loja Física;3216.11;Adulto
534;56;83;2023-08-13;1;Online;1063.6;Adulto
535;443;94;2023-08-25;2;Online;811.46;Adulto
536;237;90;2024-08-31;3;Online;9452.67;Adulto
537;870;44;2022-01-22;4;Loja Física;13113.32;Adulto
538;861;29;2024-02-23;3;Loja Física;14722.44;Adulto
539;197;77;2023-11-20;1;Loja Física;4416.77;Adulto
540;585;68;2024-04-21;2;Loja Física;9228.82;Adulto
541;571;17;2022-10-03;3;Online;11423.94;Adulto
542;752;97;2023-08-14;1;Online;4879.18;Adulto
543;514;5;2022-02-11;1;Online;3845.33;Adulto
544;449;92;2024-02-21;4;Online;9514.2;Idoso
545;360;88;2024-02-14;3;Online;741.39;Adulto
546;700;81;2022-06-29;4;Loja Física;17314.72;Idoso
547;819;50;2023-04-27;3;Online;10665.54;Adulto
548;30;40;2023-06-16;2;Loja Física;1840.1;Adulto
549;779;46;2023-10-30;3;Online;2596.23;Adulto
550;988;51;2023-03-29;4;Loja Física;9321.36;Adulto
551;108;11;2024-07-27;4;Loja Física;11442.56;Idoso
552;844;12;2022-10-12;1;Loja Física;3160.61;Adulto
553;935;13;2022-07-05;3;Online;13007.16;Adulto
554;602;64;2023-08-23;3;Loja Física;6207.75;Adulto
555;717;8;2023-03-23;2;Online;581.6;Adulto
556;891;65;2023-10-13;1;Online;853.09;Idoso
557;968;9;2024-04-13;4;Loja Física;16807.56;Idoso
558;959;92;2023-05-19;3;Loja Física;7135.65;Idoso
559;960;2;2024-09-19;1;Loja Física;3306.28;Adulto
560;445;78;2022-04-04;2;Loja Física;8852.56;Adulto
561;893;13;2023-04-27;1;Online;4335.72;Idoso
562;438;2;2022-12-23;3;Online;9918.84;Adulto
563;732;68;2023-02-23;3;Online;13843.23;Adulto
564;890;76;2022-12-08;2;Loja Física;6147.1;Adulto
565;606;48;2022-11-25;2;Loja Física;6073.16;Adulto
566;457;74;2023-11-18;2;Loja Física;4348.68;Adulto
567;615;3;2022-04-18;4;Loja Física;4947.56;Adulto
568;735;68;2024-05-28;1;Online;4614.41;Adulto
569;698;6;2022-06-14;1;Online;3156.34;Jovem
570;981;87;2022-12-04;1;Online;4986.47;Adulto
571;696;5;2023-02-26;4;Loja Física;15381.32;Idoso
572;495;3;2023-12-12;1;Loja Física;1236.89;Adulto
573;674;10;2023-05-23;2;Loja Física;6271.36;Idoso
574;247;43;2022-10-23;1;Loja Física;3515.97;Adulto
575;543;19;2023-11-10;4;Loja Física;14265.0;Adulto
576;564;14;2024-08-25;4;Online;11903.96;Adulto
577;857;21;2023-02-15;1;Loja Física;1221.49;Adulto
578;588;43;2024-04-13;4;Online;14063.88;Adulto
579;897;28;2024-02-18;4;Loja Física;19914.36;Adulto
580;439;21;2023-07-18;1;Online;1221.49;Adulto
581;278;36;2022-02-07;4;Loja Física;13625.8;Adulto
582;552;24;2023-04-11;4;Loja Física;18611.12;Idoso
583;613;54;2022-04-01;1;Online;931.67;Adulto
584;111;38;2022-11-19;2;Loja Física;3856.6;Adulto
585;385;17;2022-09-16;2;Loja Física;7615.96;Adulto
586;833;22;2022-11-28;4;Loja Física;12098.28;Adulto
587;761;83;2022-04-29;3;Online;3190.8;Adulto
588;191;45;2024-09-20;3;Loja Física;4346.73;Adulto
589;490;74;2024-03-02;1;Loja Física;2174.34;Adulto
590;694;61;2023-02-18;1;Loja Física;4808.51;Adulto
591;426;11;2024-06-04;2;Loja Física;5721.28;Idoso
592;405;61;2023-06-11;3;Loja Física;14425.53;Idoso
593;335;38;2024-04-24;1;Online;1928.3;Adulto
594;209;66;2022-01-02;3;Online;8717.34;Idoso
595;22;33;2023-11-05;3;Online;9019.44;Adulto
596;678;43;2024-06-09;4;Online;14063.88;Idoso
597;611;31;2023-07-10;4;Loja Física;16166.52;Idoso
598;208;35;2023-04-19;3;Loja Física;6985.05;Adulto
599;8;37;2023-02-28;2;Online;6839.8;Adulto
600;702;47;2022-02-25;1;Online;3216.11;Adulto
601;687;23;2022-07-12;1;Online;4648.09;Idoso
602;785;36;2023-06-15;2;Online;6812.9;Adulto
603;529;40;2023-01-06;4;Online;3680.2;Adulto
604;602;90;2023-09-30;4;Loja Física;12603.56;Adulto
605;653;89;2024-02-14;2;Online;8994.18;Adulto
606;657;81;2023-05-26;2;Loja Física;8657.36;Adulto
607;166;15;2023-10-03;4;Loja Física;11786.64;Adulto
608;849;37;2023-03-29;3;Online;10259.7;Adulto
609;496;4;2024-02-18;4;Loja Física;681.88;Idoso
610;590;22;2022-02-22;3;Loja Física;9073.71;Adulto
611;429;81;2022-07-28;1;Loja Física;4328.68;Adulto
612;774;22;2022-10-01;1;Loja Física;3024.57;Adulto
613;163;81;2023-07-17;3;Online;12986.04;Adulto
614;366;78;2022-05-15;3;Loja Física;13278.84;Idoso
615;526;78;2024-08-07;4;Loja Física;17705.12;Adulto
616;239;17;2022-10-22;2;Online;7615.96;Idoso
617;72;72;2023-03-25;3;Online;1064.25;Adulto
618;445;98;2024-06-20;1;Online;4103.17;Adulto
619;655;90;2023-12-17;4;Loja Física;12603.56;Adulto
620;822;94;2023-05-12;1;Online;405.73;Adulto
621;509;86;2022-05-05;4;Loja Física;16131.76;Adulto
622;795;80;2022-01-30;2;Online;2270.08;Adulto
623;269;94;2024-09-23;2;Loja Física;811.46;Adulto
624;753;80;2023-10-08;1;Online;1135.04;Idoso
625;415;38;2023-09-16;3;Online;5784.9;Adulto
626;245;24;2024-03-29;3;Loja Física;13958.34;Adulto
627;675;99;2022-09-03;1;Online;4277.48;Adulto
628;60;6;2023-12-28;3;Online;9469.02;Idoso
629;6;68;2022-06-12;3;Loja Física;13843.23;Adulto
630;709;82;2022-11-15;1;Online;4441.86;Adulto
631;982;6;2023-07-19;1;Online;3156.34;Adulto
632;570;26;2022-01-15;2;Loja Física;5371.24;Adulto
633;817;91;2023-07-20;1;Loja Física;4869.57;Adulto
634;407;41;2023-02-22;2;Online;5103.52;Idoso
635;217;75;2022-04-06;2;Online;1028.74;Idoso
636;930;38;2022-08-19;4;Loja Física;7713.2;Adulto
637;26;80;2024-05-11;3;Loja Física;3405.12;Adulto
638;815;83;2024-07-23;1;Online;1063.6;Adulto
639;5;43;2022-04-27;3;Loja Física;10547.91;Adulto
640;986;53;2023-04-18;4;Online;16812.4;Adulto
641;532;15;2024-08-27;1;Online;2946.66;Adulto
642;390;90;2022-05-01;1;Loja Física;3150.89;Adulto
643;710;56;2023-10-26;4;Loja Física;15670.4;Idoso
644;571;56;2024-05-02;3;Loja Física;11752.8;Adulto
645;448;31;2022-06-07;2;Loja Física;8083.26;Adulto
646;754;83;2023-05-26;4;Online;4254.4;Adulto
647;146;57;2024-08-13;4;Loja Física;12350.08;Adulto
648;388;51;2024-01-04;1;Online;2330.34;Adulto
649;785;24;2022-10-26;2;Online;9305.56;Adulto
650;249;58;2023-06-06;4;Online;14112.92;Adulto
651;526;73;2023-12-24;3;Online;766.62;Adulto
652;462;87;2022-10-07;4;Online;19945.88;Idoso
653;13;4;2023-03-02;3;Loja Física;511.41;Adulto
654;903;10;2024-05-04;1;Loja Física;3135.68;Adulto
655;384;63;2023-05-10;4;Online;9974.52;Adulto
656;556;73;2023-04-29;3;Loja Física;766.62;Adulto
657;887;83;2022-09-07;1;Loja Física;1063.6;Adulto
658;399;15;2023-04-13;1;Online;2946.66;Adulto
659;19;98;2023-07-19;1;Online;4103.17;Adulto
660;575;63;2022-05-29;4;Loja Física;9974.52;Adulto
661;491;19;2023-01-28;1;Online;3566.25;Jovem
662;751;63;2022-07-15;1;Loja Física;2493.63;Idoso
663;419;56;2024-08-01;3;Loja Física;11752.8;Adulto
664;337;21;2023-09-06;1;Online;1221.49;Adulto
665;419;34;2023-06-05;4;Loja Física;1445.64;Adulto
666;915;17;2024-02-04;2;Loja Física;7615.96;Adulto
667;916;18;2024-06-19;1;Online;2267.24;Adulto
668;612;81;2022-05-20;4;Online;17314.72;Adulto
669;675;66;2024-06-03;1;Loja Física;2905.78;Adulto
670;928;51;2022-03-13;4;Online;9321.36;Adulto
671;122;65;2022-10-10;1;Loja Física;853.09;Adulto
672;432;43;2024-03-02;3;Online;10547.91;Idoso
673;44;57;2024-03-19;2;Online;6175.04;Adulto
674;872;10;2024-05-24;2;Loja Física;6271.36;Idoso
675;920;37;2023-03-01;4;Loja Física;13679.6;Idoso
676;317;48;2022-12-15;4;Loja Física;12146.32;Adulto
677;381;69;2024-08-14;2;Online;5915.26;Adulto
678;145;56;2024-03-17;3;Loja Física;11752.8;Jovem
679;327;76;2023-06-04;3;Online;9220.65;Adulto
680;363;36;2022-10-01;1;Online;3406.45;Adulto
681;50;31;2024-04-20;3;Loja Física;12124.89;Adulto
682;65;55;2022-01-03;2;Loja Física;387.62;Adulto
683;355;38;2022-10-17;2;Online;3856.6;Adulto
684;800;73;2024-01-14;3;Loja Física;766.62;Adulto
685;164;90;2022-11-02;3;Online;9452.67;Adulto
686;141;15;2024-05-07;2;Online;5893.32;Adulto
687;966;16;2023-08-25;2;Online;9908.66;Adulto
688;826;77;2023-08-17;2;Loja Física;8833.54;Idoso
689;128;89;2023-11-07;2;Online;8994.18;Adulto
690;398;94;2023-05-17;2;Online;811.46;Adulto
691;933;53;2024-06-05;3;Loja Física;12609.3;Adulto
692;880;56;2022-06-02;3;Loja Física;11752.8;Idoso
693;463;7;2023-04-03;1;Loja Física;3835.28;Idoso
694;751;57;2023-07-06;1;Online;3087.52;Idoso
695;836;55;2023-05-11;4;Loja Física;775.24;Adulto
696;808;52;2022-12-20;1;Online;3372.03;Adulto
697;187;4;2022-12-07;3;Online;511.41;Adulto
698;720;43;2023-07-20;1;Online;3515.97;Idoso
699;732;40;2024-02-21;1;Loja Física;920.05;Adulto
700;912;30;2023-07-11;3;Online;9847.77;Adulto
701;190;10;2023-01-22;2;Online;6271.36;Adulto
702;388;94;2023-04-12;3;Loja Física;1217.19;Adulto
703;429;7;2024-08-13;3;Online;11505.84;Adulto
704;858;36;2022-11-26;4;Loja Física;13625.8;Adulto
705;284;35;2024-06-09;4;Loja Física;9313.4;Adulto
706;864;88;2022-07-13;4;Loja Física;988.52;Adulto
707;237;39;2023-12-16;2;Loja Física;9428.58;Adulto
708;194;36;2022-09-02;1;Online;3406.45;Jovem
709;287;20;2023-08-09;4;Online;8028.92;Adulto
710;771;49;2023-01-28;3;Online;2936.52;Adulto
711;758;96;2022-08-28;4;Online;1713.52;Adulto
712;136;59;2024-05-26;3;Loja Física;12620.88;Adulto
713;792;49;2024-03-05;2;Online;1957.68;Idoso
714;783;90;2023-02-25;4;Loja Física;12603.56;Adulto
715;171;26;2022-02-14;3;Online;8056.86;Adulto
716;159;36;2022-11-22;1;Online;3406.45;Adulto
717;201;43;2024-02-02;2;Loja Física;7031.94;Adulto
718;487;99;2023-04-30;3;Online;12832.44;Adulto
719;557;43;2023-12-24;1;Online;3515.97;Adulto
720;962;99;2024-07-24;1;Loja Física;4277.48;Adulto
721;776;76;2024-04-10;3;Online;9220.65;Idoso
722;583;33;2023-01-26;4;Online;12025.92;Adulto
723;504;78;2023-01-31;1;Online;4426.28;Adulto
724;876;97;2023-11-11;2;Loja Física;9758.36;Adulto
725;371;45;2024-03-22;1;Loja Física;1448.91;Adulto
726;103;45;2024-04-20;4;Online;5795.64;Adulto
727;125;88;2023-10-30;2;Online;494.26;Adulto
728;313;15;2022-06-05;2;Online;5893.32;Idoso
729;976;95;2023-05-23;2;Loja Física;3485.74;Idoso
730;995;17;2024-09-14;3;Online;11423.94;Idoso
731;798;12;2022-02-07;1;Loja Física;3160.61;Idoso
732;458;22;2022-05-10;4;Loja Física;12098.28;Adulto
733;230;23;2023-05-30;3;Online;13944.27;Adulto
734;658;90;2024-09-15;3;Loja Física;9452.67;Adulto
735;882;78;2023-08-28;2;Loja Física;8852.56;Adulto
736;197;12;2022-12-06;3;Loja Física;9481.83;Adulto
737;885;68;2024-06-09;1;Loja Física;4614.41;Idoso
738;733;51;2022-04-13;3;Loja Física;6991.02;Adulto
739;423;13;2024-06-14;3;Online;13007.16;Adulto
740;572;57;2024-05-15;2;Loja Física;6175.04;Adulto
741;610;55;2023-03-27;2;Loja Física;387.62;Adulto
742;171;82;2022-04-13;3;Loja Física;13325.58;Adulto
743;382;28;2023-06-23;2;Loja Física;9957.18;Adulto
744;173;44;2024-07-21;4;Loja Física;13113.32;Adulto
745;663;19;2023-04-13;4;Online;14265.0;Adulto
746;453;46;2022-01-16;4;Online;3461.64;Idoso
747;350;3;2024-01-10;3;Loja Física;3710.67;Adulto
748;902;83;2022-05-28;1;Online;1063.6;Adulto
749;952;20;2023-02-24;1;Loja Física;2007.23;Adulto
750;634;25;2024-06-10;2;Online;3550.68;Adulto
751;494;75;2023-11-02;1;Online;514.37;Adulto
752;620;56;2024-09-20;1;Loja Física;3917.6;Adulto
753;4;81;2022-06-08;3;Loja Física;12986.04;Adulto
754;93;61;2022-03-18;2;Loja Física;9617.02;Idoso
755;919;55;2023-04-26;1;Loja Física;193.81;Adulto
756;6;35;2024-03-11;4;Online;9313.4;Adulto
757;288;78;2024-09-19;2;Loja Física;8852.56;Adulto
758;618;59;2022-09-29;2;Online;8413.92;Adulto
759;146;39;2022-12-13;2;Loja Física;9428.58;Adulto
760;783;57;2023-10-01;4;Loja Física;12350.08;Adulto
761;424;83;2023-12-11;1;Online;1063.6;Adulto
762;890;67;2023-02-12;4;Loja Física;5829.44;Adulto
763;608;34;2023-10-28;2;Loja Física;722.82;Adulto
764;457;41;2022-03-24;2;Online;5103.52;Adulto
765;741;22;2024-05-22;3;Online;9073.71;Adulto
766;202;27;2022-12-03;3;Loja Física;3411.06;Adulto
767;212;21;2024-05-22;3;Online;3664.47;Adulto
768;6;41;2023-11-22;3;Loja Física;7655.28;Adulto
769;624;31;2024-05-29;2;Online;8083.26;Adulto
770;376;27;2023-07-01;4;Loja Física;4548.08;Adulto
771;891;37;2023-01-25;3;Online;10259.7;Idoso
772;447;66;2024-09-04;4;Online;11623.12;Adulto
773;835;54;2022-11-21;3;Online;2795.01;Adulto
774;106;9;2023-10-04;1;Loja Física;4201.89;Adulto
775;651;83;2024-01-06;3;Loja Física;3190.8;Adulto
776;811;42;2024-06-27;4;Loja Física;13941.32;Idoso
777;401;36;2024-02-17;3;Online;10219.35;Adulto
778;96;10;2023-05-15;1;Online;3135.68;Adulto
779;388;59;2024-06-12;4;Online;16827.84;Adulto
780;959;40;2023-07-09;4;Online;3680.2;Idoso
781;452;54;2022-02-06;4;Loja Física;3726.68;Adulto
782;849;39;2023-09-25;2;Online;9428.58;Adulto
783;809;7;2022-03-12;4;Online;15341.12;Adulto
784;979;4;2022-08-29;2;Loja Física;340.94;Adulto
785;901;15;2023-10-09;1;Loja Física;2946.66;Adulto
786;416;76;2023-12-02;4;Online;12294.2;Adulto
787;726;48;2024-08-01;4;Online;12146.32;Adulto
788;504;6;2022-10-22;4;Online;12625.36;Adulto
789;454;73;2022-08-21;1;Loja Física;255.54;Idoso
790;291;35;2024-02-04;2;Online;4656.7;Adulto
791;534;72;2022-04-03;3;Online;1064.25;Adulto
792;193;71;2023-03-21;1;Online;1839.13;Adulto
793;980;68;2022-04-11;1;Loja Física;4614.41;Adulto
794;150;58;2024-02-18;1;Online;3528.23;Adulto
795;880;77;2023-10-11;2;Loja Física;8833.54;Idoso
796;759;19;2023-12-22;2;Loja Física;7132.5;Adulto
797;779;62;2024-06-12;2;Loja Física;5452.16;Adulto
798;973;71;2022-04-13;2;Loja Física;3678.26;Adulto
799;763;10;2023-03-31;2;Loja Física;6271.36;Adulto
800;515;25;2022-06-20;4;Online;7101.36;Adulto
801;393;44;2023-12-12;3;Online;9834.99;Adulto
802;316;99;2022-11-03;3;Loja Física;12832.44;Adulto
803;76;58;2024-07-14;2;Loja Física;7056.46;Adulto
804;599;25;2022-01-30;2;Online;3550.68;Adulto
805;270;93;2022-02-17;4;Loja Física;17008.8;Adulto
806;225;76;2022-11-29;2;Online;6147.1;Adulto
807;530;40;2024-03-26;4;Online;3680.2;Adulto
808;113;76;2022-02-27;4;Loja Física;12294.2;Adulto
809;251;70;2022-10-28;1;Online;3004.92;Adulto
810;233;10;2023-01-03;1;Online;3135.68;Adulto
811;841;66;2023-01-19;2;Online;5811.56;Adulto
812;791;25;2023-03-18;4;Loja Física;7101.36;Adulto
813;714;71;2022-05-30;2;Online;3678.26;Adulto
814;83;87;2022-09-08;1;Online;4986.47;Idoso
815;125;11;2023-06-28;1;Online;2860.64;Adulto
816;175;36;2023-02-26;1;Loja Física;3406.45;Adulto
817;69;49;2023-08-03;1;Loja Física;978.84;Adulto
818;47;48;2023-11-30;1;Loja Física;3036.58;Adulto
819;884;87;2024-03-22;2;Loja Física;9972.94;Adulto
820;256;7;2022-07-04;2;Online;7670.56;Adulto
821;727;91;2022-06-24;1;Online;4869.57;Jovem
822;30;77;2022-06-29;2;Online;8833.54;Adulto
823;281;51;2022-03-22;1;Online;2330.34;Adulto
824;924;17;2023-09-17;1;Loja Física;3807.98;Adulto
825;994;32;2024-06-10;1;Loja Física;3603.99;Adulto
826;237;26;2023-01-27;2;Loja Física;5371.24;Adulto
827;248;22;2023-09-27;2;Online;6049.14;Adulto
828;368;13;2023-12-01;4;Loja Física;17342.88;Adulto
829;495;12;2022-09-04;2;Loja Física;6321.22;Adulto
830;25;71;2023-05-25;2;Online;3678.26;Adulto
831;586;1;2024-07-23;3;Online;4897.83;Adulto
832;718;33;2023-08-21;1;Online;3006.48;Idoso
833;490;14;2022-05-27;1;Loja Física;2975.99;Adulto
834;494;64;2022-08-26;2;Online;4138.5;Adulto
835;314;43;2023-04-18;2;Loja Física;7031.94;Adulto
836;606;58;2023-10-16;4;Loja Física;14112.92;Adulto
837;375;41;2022-09-18;3;Online;7655.28;Idoso
838;639;81;2023-04-16;1;Loja Física;4328.68;Adulto
839;937;68;2022-09-19;1;Loja Física;4614.41;Adulto
840;25;39;2023-11-14;2;Online;9428.58;Adulto
841;334;1;2022-01-10;2;Loja Física;3265.22;Adulto
842;355;41;2024-07-09;3;Loja Física;7655.28;Adulto
843;116;45;2024-04-03;1;Loja Física;1448.91;Adulto
844;48;88;2023-04-22;3;Online;741.39;Adulto
845;738;98;2024-07-11;1;Loja Física;4103.17;Adulto
846;778;98;2022-10-22;2;Online;8206.34;Adulto
847;99;88;2023-11-25;3;Online;741.39;Adulto
848;459;79;2023-07-14;4;Loja Física;13317.28;Adulto
849;523;81;2022-06-11;2;Online;8657.36;Adulto
850;597;13;2022-03-17;4;Loja Física;17342.88;Idoso
851;405;71;2023-03-29;4;Online;7356.52;Idoso
852;214;9;2024-08-25;4;Online;16807.56;Adulto
853;685;63;2022-12-20;1;Loja Física;2493.63;Adulto
854;903;99;2023-08-25;4;Online;17109.92;Adulto
855;503;23;2022-11-03;1;Loja Física;4648.09;Adulto
856;721;54;2023-10-17;3;Loja Física;2795.01;Adulto
857;448;47;2024-09-12;2;Loja Física;6432.22;Adulto
858;894;39;2023-03-11;1;Loja Física;4714.29;Adulto
859;576;87;2023-12-08;1;Loja Física;4986.47;Adulto
860;258;26;2022-09-14;3;Online;8056.86;Adulto
861;844;1;2023-04-13;3;Loja Física;4897.83;Adulto
862;121;14;2024-05-15;2;Loja Física;5951.98;Adulto
863;810;96;2022-11-06;3;Loja Física;1285.14;Idoso
864;978;74;2022-07-23;1;Loja Física;2174.34;Idoso
865;54;65;2023-01-29;2;Online;1706.18;Adulto
866;331;69;2024-05-23;2;Online;5915.26;Adulto
867;784;67;2023-05-10;2;Online;2914.72;Adulto
868;241;49;2022-04-20;4;Online;3915.36;Adulto
869;755;50;2022-08-31;4;Loja Física;14220.72;Adulto
870;530;58;2023-01-26;1;Loja Física;3528.23;Adulto
871;483;53;2023-08-09;4;Loja Física;16812.4;Adulto
872;187;91;2023-01-03;3;Loja Física;14608.71;Adulto
873;858;57;2023-08-12;2;Loja Física;6175.04;Adulto
874;656;86;2022-10-30;1;Loja Física;4032.94;Idoso
875;262;18;2023-12-18;3;Loja Física;6801.72;Adulto
876;953;16;2022-10-30;2;Loja Física;9908.66;Adulto
877;364;2;2022-01-23;3;Loja Física;9918.84;Adulto
878;491;13;2024-04-29;4;Loja Física;17342.88;Jovem
879;431;45;2023-11-06;3;Online;4346.73;Adulto
880;239;80;2023-02-10;4;Online;4540.16;Idoso
881;304;72;2022-10-09;3;Loja Física;1064.25;Adulto
882;298;43;2022-01-09;1;Loja Física;3515.97;Adulto
883;76;72;2023-08-03;4;Online;1419.0;Adulto
884;700;54;2024-06-04;4;Loja Física;3726.68;Idoso
885;333;74;2023-12-04;2;Loja Física;4348.68;Adulto
886;900;97;2024-03-07;4;Loja Física;19516.72;Idoso
887;999;31;2024-02-02;2;Loja Física;8083.26;Adulto
888;758;76;2024-09-23;4;Loja Física;12294.2;Adulto
889;642;9;2022-02-20;4;Online;16807.56;Adulto
890;474;73;2024-07-21;4;Loja Física;1022.16;Adulto
891;827;48;2023-09-13;4;Online;12146.32;Adulto
892;923;18;2024-02-03;2;Loja Física;4534.48;Adulto
893;283;94;2023-05-24;1;Loja Física;405.73;Idoso
894;591;96;2024-05-02;3;Loja Física;1285.14;Adulto
895;72;87;2024-07-14;4;Online;19945.88;Adulto
896;263;11;2024-07-13;4;Online;11442.56;Adulto
897;703;62;2022-10-21;1;Loja Física;2726.08;Adulto
898;879;84;2024-03-05;2;Online;7426.78;Adulto
899;887;19;2024-03-29;3;Online;10698.75;Adulto
900;942;90;2022-08-24;1;Online;3150.89;Adulto
901;575;74;2023-09-14;1;Loja Física;2174.34;Adulto
902;1000;24;2024-04-01;1;Online;4652.78;Adulto
903;892;13;2022-12-27;1;Online;4335.72;Adulto
904;12;46;2022-08-13;4;Online;3461.64;Adulto
905;141;53;2023-10-14;3;Loja Física;12609.3;Adulto
